id,label,text_cut
e7cc758d6a6c4fe88bf3d245c9c50250,体育,巴萨 年长 约锁 冠王 主力 争议 人物 签下 顶级 年薪 新浪 体育讯 北京 时间 巴塞罗那 俱乐部 球队 主力 守门员 维克多 巴尔德斯 续约 谈判 终于 结束 这位 冠王 门将 巴萨 续约 巴尔德斯 巴萨 门将 位置 第一 选择 开始 巴塞罗那 效力 合同 截止 双方 谈判 分歧 主要 续约 年限 巴尔德斯 起初 愿望 能够 签下 一纸 超级 合同 经过 左右 权衡 双方 决定 期限 达成 共识 效力 巴萨 期间 巴尔德斯 帮助 球队 拿下 两次 欧冠 冠军 三次 西甲 联赛 冠军 一度 希望 合同 能够 年薪 达到 税前 欧元 级别 根据 媒体 数字 巴尔德斯 年薪 税前 欧元 左右 违约金 达到 欧元 清晨 迟疑 傍晚 哪里
5a183164647643299ea9f18fa96e8756,体育,中意 球队 尤文 血液 有份 难舍 桑普 情结 王庆 说桑普 千万 别忘了 名人 不是 卡萨诺 入选 国家队 而是 血液 本来 难舍 桑普 情结 意大利 主帅 热那亚 回归 甲级 赋闲 难耐 激动 终于 热那亚 德比 回来 大家 保证 德比 不比 米兰 罗马 相反 味道 接受 采访 透露 中意 球队 桑普 其次 尤文 银狐 尤文 时代 荣誉 世界 知晓 起家 桑普 经历 很少 提及 踢球 时是 桑普 主力 后卫 担任 队长 主席 托瓦尼 非常 器重 球队 降级 难有 出头之日 选择 转会 托瓦尼 告别 时候 一定 回来 一起 信守 承诺 退役 回到 桑普 接手 青年队 那时 青年队 中有冈兹 基耶 兰纳 后来 打出 名堂 球员 第一场 比赛 惨败 遭到 当时 一线 教练 贝尔 南蒂尼 嘲笑 皮长 太帅 当好 教练 以后 少输 几个 烧香拜佛 一线 教练 频繁 更迭 乌利 维耶里 贝尔 南蒂尼 斯科夫 计划 明确 三年 离去 丙级 球队 开始 上升 熟悉 环境 方式 桑普 排名 第一 我特 高兴 一定 程度 惊奇 记错 足有 当过 领头羊 如何 解释 良好 开局 简单 球员 教练 另外 继续 马扎 铺垫 基石 早就 不容忽视 成长 现实 力量 如今 得到 加强 而已 另外 欧战 任务 优势 三天 一赛 极强 内部 平衡 国米 尤文 连续 平了 两场 冠军杯 危机 这太 正常 所有 比赛 这样的话 桑普真能 夺冠 意思 谈桑普 夺冠 现实 提醒 球迷 时间 一长 真实 水准 显露出来 别忘了 上赛季 开局 拉齐奥 前列
3003a115f80a48fa97e1d2f9bf8374cf,体育,开拓者 决心 野兽 大前 合同 爵士 欲哭无泪 新浪 体育讯 北京 时间 过去 小时 NBA 各支 球队 为数众多 球员 签约 早已 传出 只是 例行公事 事出 突然 令人震惊 自由 球员 市场 就此 销声匿迹 不少 球队 策划 如何 心仪 球员 弄到手 波特兰 开拓者队 就是 如此 今夏 为数不多 几支 大额 薪金 空间 队伍 开拓者 前段时间 传出 签约 流言 最多 队伍 至今 为止 自由 球员 市场 上花 一分钱 一度 签下 赫多 特科 格鲁只 一步 猛龙 横刀夺爱 或许 波特兰 很快 迎来 今夏 首位 新援 就是 爵士 年轻 前锋 保罗 米尔 萨普 米尔 萨普 上赛季 低薪 打出 相当 表现 场均 得到 篮板球 米尔 萨普以 打球 激情 著称 尽管 身高 只有 爆发力 十足 当今 联盟 最出色 年轻 前锋 篮板球 米尔 萨普 强项 尤其 进攻 篮板 上赛季 场均 篮板 列全 联盟 第四 别忘了 大部分 时候 只是 球队 替补 波特兰 当地 媒体报道 开拓者 下定 决心 目标 锁定 米尔 萨普 身上 追逐 特科 格鲁 失败 之后 引援 目标 锁定 前锋 位置 早前 球队 有三大 目标 尼克斯 大卫 湖人 拉马尔 奥多姆 米尔 萨普 前面 尼克斯 竞价 留住 大卫 奥多姆 年事已高 潜力 开拓者 锁定 米尔 萨普 内部 人士 透露 开拓者 马上 提出 合同 报价 爵士 前锋 限制性 自由 球员 也就是说 即便 开拓者 报价 获得 球员 同意 爵士 之内 提出 竞价 相同 合同 留下 米尔 萨普 开拓者 办法 内部 人士 准备 报价 足以 吓退 爵士 开拓者 距离 工资 帽有 万左右 空间 打算 这笔 全部 米尔 萨普 身上 价码 肯定 爵士 认输 前不久 布泽尔 奥库 科沃 三个 球员 选项 选择 留队 大大 影响 爵士 续约 米尔 萨普 计划 年薪 无论如何 出来 开拓者 真的 米尔 萨普 合同 势在必得 另一方面 湖人 开拓者 退出 竞争 洛杉矶 续约 奥多姆 顺利 很多 除了 开拓者 球队 空间 满足 奥多姆 千万 年薪 要求 毛毛
1f3298bec0464b2cb01795d935ff2b8d,科技,上海 移动 TD 拉网 测试 接通率 提升 4% 叶凯 通讯员 梅彦婷 本报讯 近日 中国移动 上海 公司 TD SCDMA 网络 组建 技术 取得 创新 突破 国内 首次 实现 交换 池内 RNC 无线网络 控制器 共用 位置 组网 获悉 这一 最新 技术 拉网 测试 中使 TD SCDMA 网络 接通率 提升 幅度 达到 4% 提高 上海 TD SCDMA 网络 寻呼 成功率 提升 语音 全程 呼叫 成功率 改善 3G 用户 感知 产生 积极意义 据介绍 交换 组网 方式 未来 通信 网络 发展 重要 趋势 具备 提升 网络 性能 提高 资源 利用率 简化 网络结构 多重 优势 交换 池内 RNC 无线网络 控制器 共用 位置 组网 技术 中国移动 上海 公司 交换 组网 技术 基础 取得 创新 突破 移动 用户 一台 移动 通信 网络设备 看管 位置 跨入 另一台 移动 通信 网络设备 看管 位置 区时 省去 位置 注册 后台 操作 获得 连续 畅通 无缝 通信 网络服务 上海 移动 实现 交换 池内 全部 三台 RNC 位置 组网 完成 评估 评估 结果显示 组网 方式 覆盖 区域 各项 通信 指标 保持 平稳 拉网 测试 接通率 指标 提升 明显 提升 幅度 达到 3.77% 具备 全网 推广 价值 据悉 上海 移动 实施 交换 池内 十台 RNC 位置 组网 实现 全网 交换 池内 RNC 共用 位置 组网 推动 TD SCDMA 网络 优化 升级 助力 成功 打造 TD LTE 技术 引领 2G 3G WLAN 4G 四网 协同 融合 智能 无线 城市
08af27a9508c4b428ba7f1c4d672e2ff,科技,亚信 联创 宣布 合并 交易 总金额 亿美元 新浪 科技 晚间 亚信 集团股份 有限公司 简称 亚信 集团 联创 科技 国际 控股 有限公司 简称 联创 科技 刚刚 共同 宣布 双方 签署 协议 合并 成立 亚信 联创 控股 有限公司 交易 总金额 亿美元 明年 上半年 完成 双方 交易 条款 交易 完成 联创 股东 获得 万美元 现金 万股 亚信 股票 交易 总金额 亿美元 亚信 美元 收盘价 计算 合并 公司 市值 超过 亿美元 交易 完成 联创 亚信 合资 公司 比例 分别 35.8% 64.2% 亚信 联创 科技 这一 合并 基于 两家 公司 民族 软件产业 愿景下 做出 重大 战略 举措 合并 亚信 联创 全球电信 运营商 提供 咨询 规划 系统 建设 运营 一体 强大 全面 服务 根据 协议 亚信 集团 联创 科技 合并 第一 季度末 第二季度 早期 完成 另一方面 根据 协议 合并 亚信 联创 控股 有限公司 董事会 成员 名非 独立 董事 来自 联创 科技 董事会 来自 亚信 集团 董事会 独立 董事 来自 亚信 集团 董事会 名由原 联创 科技 董事会 推举 董事会 执行 联席 董事长 由原 联创 科技 董事长 首席 执行官 孙力斌 出任 董事会 联席 董事长 由原 亚信 集团 董事长 丁健 出任 公司 首席 执行官 总裁 由原 亚信 集团 首席 执行官 总裁 张振清 出任 公司 首席 运营官 由原 联创 科技 首席 运营官 黄锡伟 出任 亚信 联创 科技 合并 亚信 联创 公司 拥有 员工 超过 专注 电信 软件 研发 系统实施 现场 服务 技术人员 超过 公司 拥有 研发 中心 每年 研发 投入 超过 人民币 美国 中国 注册 专利 申请 合并 完成 亚信 联创 公司 全球 收入 市值 第二 电信 BSS OSS 提供商 亚信 集团 首席 执行官 总裁 张振清 合并 公司 发展 国内 业务 寻求 海外 市场 机会 从而 公司 带来 增长 动力 林明 新浪 科技 晚间 亚信 集团股份 有限公司 简称 亚信 集团 联创 科技 国际 控股 有限公司 简称 联创 科技 刚刚 共同 宣布 双方 签署 协议 合并 成立 亚信 联创 控股 有限公司 交易 总金额 亿美元 明年 上半年 完成 双方 交易 条款 交易 完成 联创 股东 获得 万美元 现金 万股 亚信 股票 交易 总金额 亿美元 亚信 美元 收盘价 计算 合并 公司 市值 超过 亿美元 交易 完成 联创 亚信 合资 公司 比例 分别 35.8% 64.2% 亚信 联创 科技 这一 合并 基于 两家 公司 民族 软件产业 愿景下 做出 重大 战略 举措 合并 亚信 联创 全球电信 运营商 提供 咨询 规划 系统 建设 运营 一体 强大 全面 服务 根据 协议 亚信 集团 联创 科技 合并 第一 季度末 第二季度 早期 完成 另一方面 根据 协议 合并 亚信 联创 控股 有限公司 董事会 成员 名非 独立 董事 来自 联创 科技 董事会 来自 亚信 集团 董事会 独立 董事 来自 亚信 集团 董事会 名由原 联创 科技 董事会 推举 董事会 执行 联席 董事长 由原 联创 科技 董事长 首席 执行官 孙力斌 出任 董事会 联席 董事长 由原 亚信 集团 董事长 丁健 出任 公司 首席 执行官 总裁 由原 亚信 集团 首席 执行官 总裁 张振清 出任 公司 首席 运营官 由原 联创 科技 首席 运营官 黄锡伟 出任 亚信 联创 科技 合并 亚信 联创 公司 拥有 员工 超过 专注 电信 软件 研发 系统实施 现场 服务 技术人员 超过 公司 拥有 研发 中心 每年 研发 投入 超过 人民币 美国 中国 注册 专利 申请 合并 完成 亚信 联创 公司 全球 收入 市值 第二 电信 BSS OSS 提供商 亚信 集团 首席 执行官 总裁 张振清 合并 公司 发展 国内 业务 寻求 海外 市场 机会 从而 公司 带来 增长 动力 林明
22b254cc3f724964ab447da6eaa5a548,教育,考研 各科 备考 重点 指导 漫长 考研 备考 合理 复习 规划 至关重要 往年 很多 考生 前期 复习 时间 安排 各科 基础 复习 及时 全理 提上 日程 导致 备考 强化 冲刺 阶段 力不从心 直接 影响 最后 阶段 备考 心态 考试成绩 基于 网络课堂 考研 辅导 团队 大家 总结 当前 阶段 各科 复习 重点 希望 考生 复习 有所 指导 当前 阶段 属于 考研 基础 阶段 基础 阶段 跨度 最长 至关重要 所谓 万丈高楼平地起 基础 阶段 简而言之 就是 全面 多角度 打牢 根基 各科 复习 重点 建议 如下 英语 阶段 关键 单词 复习 语法 知识 词汇 学习 推荐 每个 考生 手里 应该 必备 一本 词汇 红宝书 推荐 记忆 单词 技巧 艾宾浩斯 记忆 遗忘曲线 德国 心理学家 艾宾浩斯 Ebbinghaus 研究 发现 遗忘 学习 之后 立即 开始 而且 遗忘 进程 不是 均匀 最初 遗忘 速度 很快 以后 逐渐 缓慢 保持 遗忘 时间 函数 根据 实验 结果 绘成 描述 遗忘 进程 曲线 著名 艾宾浩斯 记忆 遗忘曲线 很多 学习 英语 过程 注重 学习 当时 记忆 效果 不知 做好 学习 记忆 一番 工夫 单纯 注重 当时 记忆 效果 忽视 后期 保持 再认 同样 不到 良好 效果 忽视 记忆 记忆 牢固 牵涉到 心理学 中常 记忆 遗忘 规律 一直 学员 强调 反复 记忆 单词 如何 反复 记忆 却是 复杂 记忆 规律 具体 每个 生理特点 生活 经历 不同 导致 不同 记忆 习惯 记忆 方式 记忆 特点 个人 记忆 特点 相悖 记忆 效果 大打折扣 因此 根据 每个 不同 特点 寻找 属于 自己 艾宾浩斯 记忆 遗忘曲线 普遍 记忆 规律 分钟 重复 一遍 分钟 重复 一遍 小时 天后 天后 天后 天后 天后 重复 记忆 记得 很牢 除了 上面 提到 利用 零散 时间 不断 重复 记忆 单词 以外 建议 考生 在线 背单词 功能 应用 摆脱 背词 枯燥 比如 新东方 考研 背词 系统 不但 以上 提到 四类 词类 细致 分类 轻松 了解 哪些 词汇 掌握 什么 程度 结合 大量 历年 考研 真题 原句 权威 翻译 词汇 讲解 全面 细致 生词 功能 提醒 生词 及时 复习 单词 发音 功能 互动 练习 大家 不知不觉 进入 背词 乐趣 语法 虽然 考研 具体 语法 一部分 题目 语法 知识 高中 语法 学好 或者 忘得 差不多 学员 一定 机会 语法 回来 另外 这一 阶段 注意 精读 文章 准备 考研 阅读 70% 精力 精读 阶段 精读 练习 要求 数量 要求 速度 目的 文章 整理 里面 生词 固定 搭配 比较 句子 另外 学会 翻译 特别 里面 难句 精读 注意 背诵 经典 文章 段落 数学 这一 阶段 重点 两本书 数学 课本 陈文灯 复习 指南 基本上 一章 课本 课后 陈文灯 复习 指南 对应 章节 平均 四天 一章 注意 选择 李永乐 复习 全书 很难说 一本 教材 比较 根据 自己 感觉 喜好 一遍 非常 仔细 耗时 很多 之后 做到 基本 掌握 各种 题型 解法 考研 大纲 要求 一轮 完成 基本上 数学 高分 信心 很多 人连 复习 指南 看过 专业课 已定 专业 跨专业 考研 这时候 开始 专业课 复习 特别 不考 数学 同学 而言 专业课 占据 至少 半壁江山 甚至 有人 专业课 天下 阶段 专业课 复习 要点 指定 书目 大概 通读 一遍 熟悉 体系 框架 主要 通览 参考书 扩展 一下 知识面 加深 理解 逐步形成 自己 观点 十分 帮助 政治 一轮 复习 基本上 不用 涉及 政治 建议 学有 余力 考生 能够 复习 一下 政经 马哲 基本 定理 概念 知识点 强化 阶段 政治 复习 全面 展开 做好 铺垫
198a57b475a04e49ac6ae83abf8d48d4,房产,酒店式 公寓 香城 郦舍 开盘 价格 待定 新浪 房产 李丽莉 香城 郦舍 论坛 相册 户型 样板间 地图搜索 位于 北京 周边 沈高速 香河 出口 米路东 占地 平方米 建筑面积 平方米 绿化率 38.86% 项目 高层 酒店式 公寓 组成 开盘 入住 价格 待定 南侧 政府 预留 行政 审批 中心 东侧 城镇 房地产 开发 山水 田园 小区 西侧 即将 改造 五一 五一路 北侧 规划 河北 以上 开发商 为准 楼盘 开盘
0b3e8213d9c04ac3a79e1353ff5630e5,科技,相机 行情 索尼 降至 索尼 通体 黑色 显得 非常 沉稳 专业 标志 依旧 相机 左侧 相机 右上角 带有 液晶 显示屏 操作 这点 高端 单反 通用 设计 有效 像素 达到 惊人 采用 感光 元件 毫米 画幅 CMOS 元件 索尼 a900 LCD 液晶屏 英寸 TFT 彩色 屏幕 像素 可视 角度 达到 亮度 多级 调整 该项 设计 a700 相同 取景器 放大 倍率 取景 范围 100% 点评 索尼 第一款 画幅 单反 数码相机 该机 推出 标志 尼康 佳能 垄断 画幅 单反 数码相机 局面 打破 这次 索尼 a900 价格 不小 幅度 下调 以上 信息源 IT168
88705ac9011d4fe793f599233ec23d24,教育,班主任 批评 教育 学生 权利 应该 教育厅 转发 教育部 中小学 班主任 规定 明确规定 班主任 日常 教育 教学管理 采取 适当 方式 学生 进行批评 教育 权利 对此 社会各界 议论纷纷 教师 批评权 扩大 如何 把握 批评 教育 上述 采访 人士 赞成 保证 老师 权利 上课 铃声 已响 分钟 西宁市 中学 初二 年级 几名 学生 乒乓球桌 不肯 教室 这种 现象 已有 多次 班主任 老师 为此 严厉批评 几名 学生 没想到 几名 学生 集体 逃课 最后 部门 老师 一状 老师 告诉 学生 不好 管是 普遍现象 现在 初中生 个性 比较 严厉 批评 接受 不了 凭良心说 老师 不管 不行 不好 管太多 有时 只好 家长 有些 孩子 家长 管不了 老师 有时 感觉 力不从心 现在 教育部门 放宽 权限 尽管 条款 有点 模糊 班主任 一定 方式 管理 学生 变得 名正言顺 规定 比较 模糊 量化 标准 什么 适当 方式 不好 掌握 一名 姓王 老师 初二 初三 孩子 正值 青春期 危险 年龄段 班主任 不管 学校 教育 肯定 出现 真空 久而久之 导致 教育 缺失 规定 老师 管理 有据可依 一位 学生家长 赞成 这项 规定 规定 肯定 老师 教育 孩子 行为 保证 老师 权利 反对 适度 把握 西宁市 城西区 一位 中学老师 体罚 学生 这样 不敢 批评 学生 时说 一点 担心 批评 学生 总是 提醒 自己 注意 语气 语调 不要 学生 产生 心理 负担 陈老师 担心 并非 多余 部分 学生 心理 承受能力 面对 老师 批评 学生 常会 出现 过激 举动 一位 吴姓 家长 这样 规定 不会 某些 老师 抓住 适当 两字 变相 体罚 学生 女士 女儿 学生 老师 下课后 单独 当众 批评 丢面子 只有 班主任 有权 适当 批评 学生 教育部 规定 从事 教育 多年 王老师 不解 学生 错误行为 给予 指正 少不了 批评 教育 教育部 如此 规定 是不是 学生 其他 任课老师 推给 班主任 教育 专家 教师 勇于 承担 教育 责任 青海 师范大学 教师 教育 学院 院长 荣司 平说 老师 处理 学生 关系 依据 国家 法律 不是 传统意义 师徒 关系 教育部 出台 规定 实际上 以往 师生关系 过分 强调 传统 因素 矫正 部分 老师 教条 理解 法律法规 从而 不敢 承担 教育 责任 矫正 规定 出台 要求 老师 熟悉 教育 法律法规 领会 法律 精神 充分行使 法律 赋予 自己 教育 权利 责任 现代 社会 法治 社会 法律 限制 老师 某些 教育 行为 赋予 老师 一定 教育 权利 陈俊
a6048ac2f4a5489e8d3bff5e9271ff1c,娱乐,明星 伴侣 做错 先力 分手 梁荣忠 钟丽淇 实例 新浪 娱乐 北京 时间 香港媒体 周汶 高调 香港 偷情 男友 恩爱 女人 天生 爱面子 哪怕 另一半 犯错 原谅 甚至 大力支持 一段时间 抵受 不住 心中 那根 大多 还是 狠心 爱郎 一刀两断 梁荣忠 钟丽淇 实例 梁荣忠 钟丽淇 梁荣忠 朱慧敏 车震 偷情 公开 认错 马上飞 泰国 女友 钟丽淇 请罪 原谅 其后 不断 传出 两人 分手 复合 最后 女方 宣布 忠仔 正式 分手 苏永康 Jane 苏永康 台湾 服食 摇头丸 被捕 当时 太太 Jane 不离 不弃 大表 支持 两人 婚姻 吸毒 事件 影响 加上 说康 仔爱泡 夜店 冷落 娇妻 两人 宣布 离婚 郭子辉 陈嘉容 发型师 郭子辉 因藏毒 被判 感化 虽然 当时 成功 留住 气坏 老婆 陈嘉容 不久 传出 郭子辉 生意 伙伴 相恋 郭陈 两人 分居 鱼鱼
