id,label,text
0025ec1a524b56093e4cc6e6671ed11a,娱乐,Seventeen全员完成二次续约，队长崔胜澈承诺同舟共济。
00621e3d280b01e5670001d783e4121c,娱乐,世界保龄球锦标赛中国选手单人项目摘银。
008efb771cc48929e144a76a96d02858,体育,然后她遇到了 Elena Rybakina。
011e3c34c465cfee923723679882c9fd,体育,我会尽全力享受这片美妙的场地，享受这项精彩的赛事。
01956315180896e719d38125225c312e,财经,全国居民人均可支配收入实际增长与经济增长基本同步。
01d736838af40f840944f9d084ed309b,体育,运动员得随时报告行踪，凌晨5点敲门也得验。
01f6266e7e875ecbb0cb7b7209d41b4b,娱乐,都市情感剧聚焦中年爱情，细腻刻画引发成熟观众共鸣。
04d956632af0f62f52e1a33e23011732,财经,"2026年，随着关键核心技术的进一步突破和基础设施的日趋完善，低空经济应用场景将从""试点示范""全面转向""规模化商用""，形成""低空+物流、旅游、医疗、通勤""多元融合的产业发展格局，商业化价值将全面释放。"
055107b9f0059f095312f3371deeb291,科技,如在信贷审批及风控等应用场景中，可能面临基于大模型的信贷风控体系无法实时匹配新客群信用风险、软硬件基础建设无法完全支持等诸多问题。
056a5821f8b6c6746aba274960b646d4,体育,尽管她在2024年巴黎奥运会当中击败过斯瓦泰克。
05a7153d74e8188b91f15419f5381513,体育,在历史红土胜率榜单上，仅有纳达尔（90.5%）和博格（86.1%）的胜率高于他。
05d678d69bcbd37905388e2cb2344071,体育,从产后复出到美网四强，她本让人看到回归的希望，但这场失利把现实摆上台面：当妈妈球员和当冠军，她可能只能选一个。
0609a70929398aa414ce265a1c84b21c,娱乐,李荣浩喊话单依纯侵权演唱《李白》，多位歌手发声维护音乐版权。
065f4e22a2dac6984381d425b402038a,娱乐,李连杰谈过往遇险经历，坦言曾恐惧死亡，珍惜当下生活。
06d33270e7f044efbfc401782c970370,体育,UFC 格斗赛中国选手首回合 KO 对手，拿下年度第三场胜利。
07324ac17d86477ab12cb8bb2067caf1,财经,乳制品行业竞争加剧，企业加大线上渠道与新品推广力度。
0778d702ec9910210f4c459a61a0c4a5,财经,半导体、有色金属、基础化工行业领衔一季报预增，24 家公司净利润增幅超 100%。
07cf9f5b1015a90ab6f4512b3049a284,体育,世界游泳锦标赛公开水域比赛中国选手收获银牌。
0820e47f159cfb84a2be2bcd3926832a,财经,央行加大对小微企业信贷支持，一季度普惠小微贷款余额同比增长 23.6%。
08648f4b5ab2d41fc43ab83035ebb530,娱乐,袁咏仪、张智霖庆祝银婚，结婚25年感情如初，晒照秀恩爱。
088d69e6ca4c554f167f560c25fa524f,财经,"中行 ""中银科创夸腾系统"" 服务超 1 万家科创企业，多维画像赋能信贷决策。"
0a6a7fe834e37f514f2db2a0899f7474,体育,我只想保持良好的心态，在每一次训练后都能有所进步，至于比赛结果，就让我们拭目以待吧。
0ab43db93c627148deac6fc60cabe3ed,财经,国泰海通君弘灵犀大模型获信通院金融大模型评估 5 级最高等级，为行业首家。
0b3a9abfcd3de29a756815e570372368,娱乐,说唱歌手发布全新 mixtape，歌词真实犀利引发年轻群体共鸣。
0ba6f5eab21dfa0efaa4f641fcb1257d,财经,面板行业周期见底，下游消费电子需求逐步修复。
0c06c392ec04513d4a09020b6199f804,娱乐,第98届奥斯卡金像奖举办，《一战再战》斩获六项大奖，成最大赢家。
0d97fdef38f3b3f182691505c9294f68,娱乐,音乐真人秀迎来踢馆赛，素人歌手惊艳演唱征服全场导师与观众。
0e11bacb0e449437971701459450cb08,财经,"南京建成 6 个 ""水上外卖"" 配送点位，覆盖 50 公里长江航段，拓展低空物流场景。"
0e2ec00e325cd1b9a2e4ff5a569d6ae4,体育,这位23岁的中国金花将在中网场地上潜心备战，力求在康复与比赛间找到平衡，渡过本赛季的保分难关。
0e5b12a1fbb4f49a2619bf331090d3e7,财经,人力资源服务市场扩张，灵活用工与猎头业务需求上升。
0e85bc34a5c96e3d103417c370b2b6f5,体育,很遗憾，钦文因伤不得不退赛，但是球迷现在可以期待伊埃拉登场。
0ed9bbb436ef660e7860f15f79c407ac,体育,顶尖选手层面，赛场排名与参赛选择出现重大变动。
0f2b2f24b2df71c1134a7453da757fe6,体育,世界棒垒球锦标赛中国队晋级八强，创造近年最佳。
0ff5fc867a3570e841820fcce7659aac,娱乐,古风歌手推出原创国风单曲，融合传统乐器旋律出圈走红。
10081ec2a35fc899902bc6524e9943b8,娱乐,国际象棋奥林匹克赛中国男女队双双夺冠，创造历史。
10eb978b858b31189ee4dd1143c044c0,体育,世界田径接力赛中国队男女 4×100 米均晋级决赛。
10efdb1f9930a62938ce9302c5de39ec,财经,"新年伊始，多地展开""抢飞""布局。"
1128768a447bfdcd5c394bfe1c7a96e0,体育,目前王欣瑜正处在一波单打四连败的阴霾中，和年初极佳的竞技状态相比，目前王欣瑜急需要连胜来提升个人信心，所以报名参加一站低级别的红土资格赛还是相对理智的选择。
120f6573d39f51b65b202213ad1f5932,财经,从数字化到智能化，可以预见的是，AIGC将推动金融机构从被动转型步入主动转型。
128edb085b9c44edb89d5661c8fa03db,财经,"""全国政协委员、九三学社 广东省委会副主委王桂林建议，应尽快出 台空域管理、飞行安全、数据跨境、产品认证、运营规范等领域的专项法规和技术标 准，构建统一、透明、可预期的规则环境。"
1359f26ddf4184e99d786a2c4e390ef6,财经,上市公司回购增持增多，释放维护市值与长期发展信心。
14132d72d363d45ceb2847d839afdb4b,娱乐,中央网信办启动清朗行动，严打娱乐圈数据刷量、诱导集资等乱象。
1423781064a3dce959ae925660a5ae2e,财经,现货黄金突破 4600 美元 / 盎司，创历史新高，一季度累计涨超 8%。
14cd980fa13fccb740064106ddfd9bef,财经,汽车零部件企业海外订单增长，全球化布局步伐加快。
